39439,"The year 1988 saw a bunch of flashes in the pan in the pop music industry, and has-been rock star CHOI Gon was one of them. After his only hit song 'The Rain and You', he became involved in drug problems, mob fights, and now sings in a café in the countryside. He one day gets into a fight with one of the customers at the café, and needs bail money to get released from a lockup. Desperately trying to free him, his manager PARK Min-soo comes up with the solution to send CHOI Gon to a radio station in a far, remote town in the suburbs as a DJ, so that the radio station can pay for the bail. Helpless and bewildered, CHOI Gon now has to DJ in front of a few dozen listeners…"
39555,"Young teenager Bo is too sensitive for the hothouse atmosphere of a boarding school run by a cold, unfeeling would-be man of the cloth. Lonely and scared, he finds a soul mate in the headmaster's son and the two boys form a bond that slowly grows into a sexual relationship."
39863,"Roman Porno from 1979. Beautiful Girl Hunter"" by Norifumi Suzuki is based on manga by Masaaki Sato. The film portrays the life of Tatsuya"
40611,"This emmy award winner for Best Animated Special is based on the first tale of C.S. Lewis' acclaimed children's books, The Chronicles of Narnia."" When four children pass through a special wardrobe closet"
40643,"X-15 is a 1961 movie that tells a fictionalized account of the X-15 research rocket plane, the men who flew it and the women who loved them."
40658,"Starsuckers is the most controversial documentary of the year, and was released in British cinemas in November 2009 to critical acclaim. It's a darkly humourous and shocking exposé of the celebrity obsessed media, that uncovers the real reasons behind our addiction to fame and blows the lid on the corporations and individuals who profit from it."
40890,"At the beginning of 1991, Yugoslav army did not acknowledge Croatian's independence, and still holding few military barracks in Croatia. Gajski travels to an island to get his son out of the army. Locals have besieged the barracks and organized a festival to try with singing and recitals to get major Aleksa and his soldiers to surrender, but Aleksa has explosives thru the barracks and wants to blow up the island."
41142,"Based on the novel by Väinö Linna, the story takes place during the time of the Finnish Civil War."
41544,"Wealthy construction mogul Sam Ching (Andy Lau) and cabaret dancer Milan Sit (Qi Shu) fall madly in love with one another despite the class differences that would keep many couples apart. However, what Sit doesn't know is that Ching is the man responsible for razing a building representing cherished memories from her childhood. Can they live happily ever after if this secret gets out?"
41747,"Childstar is about an egotistical 12-year-old named Taylor Brandon Burns who has skyrocketed to fame at that young age. His relationship with his driver, Rick, takes a turn when Taylor confides in him about the problems of celebrity and the fears of his impending teenage years. When Taylor disappears with his new girlfriend, Rick attempts to find the boy and help him through this troubling period."
41808,"A teen movie star attempts to overcome her addition to alcohol and salvage what's left of her career after passing out on the red carpet at her big Hollywood premiere and being sent to recover with her upbeat aunt in Indiana. Morgan Carter (Jo Jo) is only seventeen years old, but she's already on top of the world. But so much fame so early in life can yield unpredictable consequences, and when Morgan is sent to the hospital with alcohol poisoning, it's clear that she isn't ready to deal with the pressures of stardom. Whisked away to rehab as the paparazzi clamors for a picture and the press predicts her downfall, Morgan is sent by her mother and concerned manager to Indiana, far away from the temptations of Hollywood. Once there, the troubled starlet reluctantly starts to reconnect with her quirky Aunt Trudy (Valerie Bertinelli), who offers just the kind of unconditional support that the young girl needs to get her life - and career - back on track."
41926,"When Agent Starrbooty's adopted niece is kidnapped, she and Agent Page Turner go undercover as prostitutes to rescue her from Starrbooty's old nemesis."
42031,"Macabea has just moved to the big city after her aunt, who raised her, died. She gets a job as a typist and moves into a boarding house with three other women. In her spare time she listens to time Radio Station; on Sundays she likes to ride the subways. She describes herself saying, I am a typist and a virgin"
42130,"The Night of San Lorenzo, the night of the shooting stars, is the night when dreams come true in Italian folklore. In 1944, a group of Italians flee their town after hearing rumours that the Nazis plan to blow it up and that the Americans are about to arrive to liberate them."
42209,"Coming from outer space, Prince Flick asks the Trapalhões to help him free his planet from the domain of evil Zuco and free Princess Myrna, who has been taken prisoner. He offers a reward, the four friends accept the mission and embark in a spaceship driven by a hairy monster called Bonzo. Once on the planet, they they defeat Zuco, but they fail to save Princess Myrna's life. Her place on the throne is then taken by Loya, the girlfriend Didi met on that planet. Back on Earth, os Trapalhões think their adventure was but a dream, but they are convinced otherwise when they find their reward."
42243,"Tired of the slave-like treatment of his team's owner, charismatic star Negro League pitcher Bingo Long takes to the road with his band of barnstormers through the small towns of the Midwest in the 1930's."
42376,"In the late 21st century, planet earth's natural resources are near depletion, and problems like acid rain and limited breathable oxygen abound. In response to the environmental decline, the Earth Star Voyager is created as an experimental space ship that sends the brightest young crewmen and women on a quest to find a new planet that human beings can colonize. Along the way, they find the long lost Jacob 'Jake' Brown, find a world with hostile aliens, and learn that the star craft's top secret purpose was not just a peaceful space exploration mission, but also potentially the critical piece of a super weapon."
42455,"In the late 18th century, two newlyweds move into the stately mansion of husband Charles Fengriffen. The bride, Catherine, falls victim to a curse placed by a wronged servant on the Fengriffen family and all its descendants."
42502,"A tough young man, who helps to kick poor people out of their houses, falls in love with a girl. She lives with her father in the building about to be demolished."
42542,"Captain Rameses and his Legion of the Winged Serpent brigade are out to claim Earth for their dying race. Out to save Earth is an alien guard patrol located in the Bermuda Triangle, the League of Races. LOR leaders warn Rameses that he's breaking galactic treaty rules. The alien villain responds by launching an invasion which telepathically drives Earthlings to suicide. The LOR implore UFO expert Professor Duncan to help them. Eventually, the two alien forces battle. Will the Earth be saved?"
42580,"Michael Chapman was once a child TV star. When he grows up, he can't get work so he and his brother start their own talent agency that specialises in child acts. They can't seem to find the next big thing and they have to deal with another agency who's not above bribery to get the kids to sign with them. One day Michael meets a young girl who's a real spitfire, and thinks she could be who they are looking for."
42669,An unscrupulous newspaper editor searches for headlines at any cost.
42701,"Two miners agree to guide a mysterious woman, who has appeared in their camp from nowhere, to a nearby town; but soon, because of her erratic behavior, they begin to suspect that her true purpose is quite different."
42833,"Nine-year-old Lisa discovers her sinister new friend is the ghost of the dead twin of Lisa's mother. Then Lisa's father also begins to suspect his wife of hiding a terrible secret, resulting in deadly consequences…"
42979,"Fans of Adult Swim's Robot Chicken"" and the Star Wars movie franchise won't want to miss this collection of 30 sketches. This hilarious compilation features an array of skits -- such as ""Darth Vader's Collect Call"" and ""Inside the AT-AT"" -- as well as the incredible voice talents of Hulk Hogan"
42982,"Seth Green and Matthew Senreich serve up more hilarious Star Wars-inspired satire in this second compilation of sketches featuring the zany stop-motion animation of Adult Swim's Robot Chicken."" Gary the stormtrooper deals with irascible boss Darth Vader on Take Your Daughter to Work Day"
43190,"Faites Du Bruit"" shows the highlights of two of Starflam's concerts. One in the ""Forum de Liege"" and one in the Ancienne Belgique in Brussels."""
43266,"At the turn of the century in a Welsh mining village, the Morgans (he stern, she gentle) raise coal-mining sons and hope their youngest will find a better life. Lots of atmosphere, very sentimental view of pre-union miners' lives."
43319,Man Without a Star is a 1955 western film starring Kirk Douglas as a wanderer who gets dragged into a range war. It was based on the novel of the same name by Dee Linford.
43365,Marine bandmaster John Philip Sousa (Clifton Webb) becomes famous for his marches and inspires the sousaphone.
43514,An Eddie Cantor look-alike organizes an all-star show to help the war effort.
43564,StarGaze HD brings the beauty and majesty of the Universe to your HD Home Theater. Journey beyond the stars with images from the Hubble Space Telescope Spitzer Space Telescope and the Chandra X-Ray Observatory. With over an hour of astounding images set to ambient music StarGaze HD will quickly become a favorite in your Blu-ray collection.
43848,"George Cabot Jr., the son of a department store owner, enrolls Kristina Nielsen, the store's sports clerk,  at a university to use her as an advertisement for their fashion department. She falls for Larry Taylor, a teacher, and gets expelled."
43997,"He's Irish, he's ageing, he drinks, is a touch cynical and when he has time writes a newspaper column. On the eve of the country's first election as an independent state, Dan Starkey's life is about to change after he finds the young woman he has just made love to dead and his only ally is a nun"
44087,"Life on a British bomber base, and the surrounding towns, from the opening days of the Battle of Britain, to the arrival of the Americans, who join in the bomber offensive. The film centres around Pilot Officer Peter Penrose, fresh out of a training unit, who joins the squadron, and quickly discovers about life during war time. He falls for Iris, a young girl who lives at the local hotel, but he becomes disillusioned about marriage, when the squadron commander dies in a raid, and leaves his wife, the hotel manageress, with a young son to bring up. As the war progresses, Penross comes to terms that he has survived, while others have been killed."
44630,"The first World War is in its third year and aerial combat above the Western Front is consuming the nation's favored children at an appalling rate. By early 1917, the average life-span of a British pilot is less than a fortnight. Such losses place a fearsome strain on Gresham, commanding officer of the squadron. Aces High recreates the early days of the Royal Flying Corps with some magnificently staged aerial battles, and sensitive direction presents a moving portrayal of the futilities of war."
44772,"The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her, when he develops the picture. He finds out that she works as singer in a bar, but is about to be thrown out. Although rejected at first by the 23 years old, he wants to help her and starts an ad campaign behind her back... with unexpected results."
44809,"On a lush tropical island, working under a secret government charter, Martin Drake has not only grown sprawling acres of giant vegetables, but inadvertently spawned two mammoth reptiles as well. Now they've broken free of their enclosures, and Drake has only one option: kill the creatures before word gets back to Washington and they close him down. When Drake's first team of well-armed mercenaries gets wiped out within hours of setting down in the jungle, he turns to one lone hunter, The Cajun, to go in single-handedly. But will The Cajun be cunning enough to find the creatures and destroy them before they turn the blue waters red with the blood of tourists. The only hope is to bring the monsters together and make them fight. When one emerges victorious, that will be the time to strike and kill the other. It's a risky plan, but ultimately the only one that may work. One of David Carradine's last movies."
44846,"Never offered before in this format, these classic and completely remastered Looney Tunes shorts capture everyone's favorite wascally wabbit, Bugs Bunny, in his element - and all of his animated glory."
44988,"The story of Ruby, 13, determined to grow up fast after her mother runs away to become a movie star, leaving Ruby with her hopelessly rural father."
45296,"Legend says that the sacred crystal is the source for all life and was created at the beginning of time. Kyla has sought the crystal to use its powers for himself and he takes the crystal after smashing the defenders on the Planet Sintaria. But there is another identical crystal on Earth and Ladera heads there to get it before the evil Kyla. She finds that Jed has taken the crystal from is hiding place, but Victor and his inexhaustible hit men want it for money they gave to Jed. Ladera easily handles the weak earthlings and saves Jed, but Kyla is also after the crystal. Jed and Ladera must find the crystal before Kyla, the clueless cops or the dimwitted villains."
45833,"A 'mocumentary' on the rise and fall of Chip and Dales dancer turned martial arts action star, Francis Allen Sledgewick, AKA Frank Sledge. When fame and fortune caused Frank to lose his sense of what's truely important, he realised he's going to have to get in touch with his roots if there's ever going to be a comeback."
46010,An old detective does not want to retire. The only way out is to prove to his boss that he still can catch criminals. The problem is that there were no crimes recently to work on. Together with his retired friend he decides to commit a perfect crime himself and then quickly solve it. Real problems start when a real criminal steals money he has stolen.
46076,"Beautiful alien Amazonian women plan to conquer the world using an army of vegetable monsters. Dim-witted privates Philbrick and Penn bumble into a cave in search of atomic activity but collide instead with fierce carrot-topped tree mutants and their leaders, the 7-foot space sirens Prof. Tanga and Dr. Puna. This lavishly low-budget sci-fi romp has the bodacious aliens planning to overrun Earth with their vege-men army, but first they want the G.I.s to explain the meaning of love."
46199,"Ever since he was a kid, Johnny Castle had a dream: to become a movie star. Driven by his obsession, Johnny moved to Los Angeles, and the corner of Hollywood and Vine Boulevards became his natural stage on which to promote himself. Johnny is absolutely convinced that some day a producer or a director will sign him for their next movie. Even though Johnny has this optimistic way of looking at life, in the three years since his move to Los Angeles he has only been able to get a small part in a science fiction B-movie. Very soon the movie will debut in the theaters, and Johnny wants to show the result of his work to his father, who lives in Chicago. He obtains a preview DVD copy of the movie from the director so that he'll be able to present it to his dad as a wonderful birthday surprise."
46314,"Hugo, the one-of-a-kind jungle animal, is snatched away from his home for a second time in another attempt for him to become an animal actor. Meanwhile, he's reunited with Rita the kind, streetwise fox. Finding that life in front of and behind the camera isn't so bad, he grows more unaccustomed to wild life once he escapes and slowly weakens his relationship with Rita."
46954,Laura gets the chance to fly to China with her family. Her mother is supposed to give a concert with Chinese musician to celebrate the New Year.
47049,"Biographic Movie of the German fighter ace, who was killed in a plane crash after over 150 kills in North Africa."
47070,"Mike is a struggling artist who draws the 'Brenda Starr' strip for the papers. When Brenda comes to life in the strip and sees how unappreciated she is by Mike, she leaves the strip. To get her back, and keep his job, Mike draws himself into the strip. In her world, Brenda Starr is the Ace Reporter for the New York Flash. She is talented, fearless, smart and a very snappy dresser. The only competition she has is from the rival paper's top reporter Libby Lipscomb. Brenda heads to the Amazon jungle to find a scientist with a secret formula which will create cheap and powerful gas from ordinary water. (This movie was filmed in 1986 but release was delayed for several years.)"
47296,"Rainbow Brite, and her magical horse Starlite, must stop an evil princess and her underlings from taking over the planet Spectra. When they meet Orin, the wise Sprite tries to make the two children get along and work together to stop the evil Princess. Orin tells them that they can only destroy her by combining their own powers against her. Getting in the way of their mission is the sinister Murky Dismal and his bumbling assistant Lurky who, as usual, are lavishing in the new gloom created by the darkening of Spectra, as well as trying to steal Rainbow's magical color belt."
47302,A young girl is plucked from small-town obscurity and thrust into the spotlight of the glamorous world of super-models.
47441,"At a wake one night in 1945, a group of aged women recall the life of one of their number. Sixty years before, Thérèse was barely 20 years old when she eloped with her boyfriend, Firmin, a blacksmith, to Châtillon, a town in Provence. Here, she makes the acquaintance of the wealthy Madame Numance, who is known for her good deeds. Realising that Thérèse is pregnant and unemployed, Madame Numance insists that she moves into a house on her estate. Whilst Firmin resents the arrangement, Thérèse soon finds that she can exploit the situation, using her benefactor's naivety and generosity for her own gain.."
47603,"The Doug Anthony All Stars were an Australian musical comedy group who performed together between 1984 and 1994. The band was an acoustic trio comprising Paul McDermott and Tim Ferguson on main vocals and Richard Fidler on guitar and backing vocals. They were known for their aggressive, provocative style; their habit of involving audience members and their tendency to attack topical and sometimes controversial issues in their comedy. Dead &amp; Alive, is a live recording of one of their London shows..."
47605,"A strange signal arrives on the Earth disturbing all communications, while an UFO appears above the Antarctic sea. Captain Alex Hamilton is sent with his spaceship and crew to the space outside the Solar System to find the origin of that signal. They reach an unknown planet where a giant robot enslaved a whole population of humanoids by taking their psychic energies."
