ID,Title,Avg
383752,VeggieTales Holiday Double Feature: The Toy That Saved Christmas and The Star of Christmas,0.6
383825,Ballad of Old Weapons,0.6
383856,Hikaru no Go: Journey to the North Star Cup,2.004
384381,A Feather Stare at the Dark,0.6
384493,Young Duke: Making Of A Movie Star,0.882
384537,Mickey Mouse Clubhouse: Pop Star Minnie,0.6
384572,A 5 Star,0.6
385946,Lucky Star in Budokan,0.6
386361,Clark Terry All Stars Band - New Morning Jazz Blues Festival Geneve,0.6
386525,Starlets for Sale,0.84
386733,Star Fairies,0.998
387308,The North Star,2.411
387877,All-Star Vaudeville,0.6
388300,Van Damme Stallone is a Star,0.6
389303,Twinkle Twinkle Lucky Star,2.67
389738,Under Fiesta Stars,1.341
390060,Great Pyramid: Gateway to the Stars,0.6
390825,All-Star Production of Patriotic Episodes for the Second Liberty Loan,0.6
390960,Shooting Star,0.6
391083,Thomas & Friends: Start Your Engines!,1.828
391590,Patalliro: The Stardust Project,0.6
391882,Starmans: A Film in 13 Scenes,0.6
392216,Phineas and Ferb: Star Wars,8.648
392239,John Williamson: Chandelier of Stars the DVD,0.6
392278,Cartoon Craze Presents: All-Stars Volume 1,0.6
392507,The Shining Star of Losers Everywhere,0.755
392701,Lone Star Raiders,1.091
392929,Hotel of the Stars,0.6
393047,LEGO Star Wars: The Yoda Chronicles - The Phantom Clone,4.098
393147,Count the Stars Up Above,0.6
393656,Date with Love,7.804
393808,Star Fox Zero: The Battle Begins,0.6
393843,Stars on Parade,0.6
394054,50 Cent: Rap Star,0.969
394326,Planetarian: Hoshi no Hito,2.711
394355,Hulk Vs.,15.155
394974,Maaboudat El Gamaheer,1.4
395225,Starfish Aorta Colossus,0.6
395813,Starcrossed,1.707
396158,Wet Dream,2.583
396701,Before Sunrise,0.6
396756,Morning Star,0.6
397128,Millennium Stars,1.4
397138,スター毒殺事件,0.6
397659,Star of Destiny,0.6
398059,PWG: All Star Weekend 12 - Night One,0.647
398067,PWG: All Star Weekend 12 - Night Two,3.486
398069,It Started from the Heart,0.84
398174,Film Stars Don't Die in Liverpool,10.667
398177,Just Getting Started,11.928
398226,Dick Ho: Asian Male Porn Star,0.731
398738,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,7.411
398757,Sex with the Stars,0.959
398802,Brainstorm: Between Shores,0.6
399033,Staring at Trees,0.6
400664,Star Struck,1.55
400726,Starboard Light,1.049
400745,Starlets of the Screen,0.6
400890,The Craziest Star,0.6
401039,The Fairy of the Stars,0.6
401202,David Starkey's Magna Carta,0.6
401390,Evolution of the Red Star,0.6
401408,Leslie Caron: The Reluctant Star,3.93
401442,Internet Famous,3.198
401680,Squonk Opera's Astro-Rama: Live Under The Stars,0.6
402003,Night Train to the Stars,0.901
402061,Magic the Gathering Starter Series Instructional Video,0.6
402285,Super Batman & Mazinger V,0.804
402478,The Star Prince,0.6
402495,Riders of the Lone Star,0.6
403088,Lubelska starówka,0.6
403940,Looking at the Stars,0.6
404021,Tale of the Star-Child,1.4
404245,Starfish,3.403
404504,Kin: Fallen Star,0.6
404719,50 Cutest Child Stars All Grown Up,0.6
405409,The Lucky Star,0.626
405525,Even Kids Started Small,0.6
405572,Ken Loach's Star Wars,0.6
405644,Night of the Shooting Stars,1.165
405828,Meeting of the stars,0.6
406026,Starbooty Trilogy,0.6
406063,Start Stop Die Run,0.6
406285,The Last Starship,4.961
406477,Roulette Stars of Metro Detroit,0.6
406845,All Star Video,0.6
407001,Star Warriors,1.651
407417,"Sun, Moon and Star: Part 2",0.948
407438,Codename: Housewife,3.924
407526,Till Death Shall We Start,1.49
407989,Farewell to Star Trek: The Experience,0.6
407994,Star Trek the Experience:  Klingon Encounter,0.6
407996,Villains of Star Trek,0.843
408300,LEGO Star Wars: The Yoda Chronicles - Raid on Coruscant,4.269
408436,Quit Staring at My Plate,2.06
409016,"The Fire, The Blood, The Stars",0.683
409991,Looking at the Stars,0.666
410031,Les Stars,0.702
411082,Summer of Dreams,5.25
411269,The Real Death Star,0.965
411433,Star Child,0.63
411500,50 Years of Star Trek,2.663
411511,Star Wars: Generations,0.6
411701,Generation Startup,6.391
411974,She Started It,0.852
412561,The Secret of Star Wars,0.6
413024,"Oscar Saa, Technician of the Stars",0.633
413164,Precure All Stars Movie: Everybody Sing! Miraculous Magic!,0.66
413221,Pup Star,4.727
414205,Robert Mitchum: The Reluctant Star,0.919
414229,No Name Stars,0.6
414260,Building Star Trek,3.198
414296,The Woodsmaster Volume 01 Spark Based Fire Starting,0.6
414975,Born Under Crossed Stars,0.741
415093,Hidden Star,0.6
415534,Stars on Parade,0.84
415749,Barbie: Star Light Adventure,11.929
416141,Starlet Screen Test,1.238
416182,Star Trek: A Captain's Log,2.5
416184,Star Trek: Beyond the Final Frontier,2.035
416322,A Star of Greed,0.6
416548,Ultimate Trek: Star Trek's Greatest Moments,0.6
416907,Night Without Stars,0.84
417051,Lady Stardust,0.6
417308,"Stars in Her Hair, Tears in Her Eyes",0.6
417585,Mission: Kidnap the Top Star,0.6
418271,I Was in a Film Starring Laura Dern,0.6
418363,Star Wars Rebels: Steps Into Shadow,1.589
418527,Polo with the Stars,0.6
418914,Beneath Disheveled Stars,0.6
419126,ROH All Star Extravaganza VIII,1.23
419297,Gold Star,0.64
419322,Starstruck,1.21
420240,Dog Star Man,2.462
420974,Between The Stars,0.6
421394,Sports Insiders on 24 Hours of Le Mans,0.884
421616,Starsailor - Love Is Here Live,0.6
421620,Christmas in Homestead,6.852
421722,Old Thomas Is Stolen,0.6
421934,The Kinsey Sicks: America's Next Top Bachelor Housewife Celebrity Hoarder Makeover Star Gone Wild!,0.6
422328,It Started with Trees – Revolt in the Gezi Park,0.6
422332,Star in the Sky,0.6
422629,Antonio Carlos Jobim: An All-Star Tribute,0.6
422883,The Four Star Boarder,0.6
423062,Love: Starting on a Journey,0.726
423126,Crest of the Stars: Birth,1.025
423570,Startup,0.6
424082,Owners of stars,0.6
424210,Reagan: From Movie Star to President,0.6
424492,The New Yoda Chronicles: Clash of the Skywalkers,2.497
424523,Die Stärksten 80er Clips – Saturn-Party Edition,0.6
425052,Starlight Night,0.6
425978,A Star Fell from Heaven,0.6
426704,Tommy Igoe: Getting Started on Drums,0.6
426860,Pro Wrestling USA: Star Wars 1985,0.6
426864,Halo of Stars,3.767
427255,Lonely Star of Osaka,0.6
427719,X-Rated 2: The Greatest Adult Stars of All-Time,8.393
427780,Up to the Stars,0.6
428507,"My Wife, the Movie Star",0.6
428877,Sesame Street: Singing with the Stars,0.6
429203,The Old Man & the Gun,9.196
429408,Starfall,0.958
429471,Captive State,19.326
429812,"Jefferson Starship - The Definitive Concert, '83",0.621
429912,Star Lords: Rise of The Nemesis,0.6
430576,Shaquille O'Neal Presents: All Star Comedy Jam: Live From Sin City,0.603
431575,The Rogue One: A Star Wars Toy Story,1.253
431809,Highway Stars,0.847
432038,Star Wars Downunder,0.754
432052,Saving Star Wars,0.663
432059,Skazka starogo duba,0.6
432128,Precure Dream Stars!,0.924
432133,Space Battleship Yamato 2202: Warriors of Love,2.091
432134,Star Wars: Heroes & Villains,0.6
433018,Frat Star,5.933
433234,Crime at the Little Star Pension,0.6
433598,George Strait: ACM Artist of the Decade All Star Concert,0.623
433744,The Star of the Side Show,0.6
433950,Daytime Shooting Star,9.623
434458,Star Boys,1.671
435024,Shuriken Sentai Ninninger: AkaNinger vs. StarNinger Hundred Nin Battle!,0.6
435039,"A Day of One Hero, Starring Kazuki Shimizu",0.6
435365,The Story of Star Wars,4.605
435424,Secret Hot Spring Resort: Starfish at Night,0.6
435505,No Shooting Stars,0.6
436810,Startling Proofs,0.6
437856,A Burning Star,0.6
437947,Go! Anpanman: The Shining Star's Tear,1.207
437989,The Twelve Parsec Stare,0.671
438052,Star Wonderfun,0.914
438291,Starry Night: Or A Good Night for Forgiving,0.6
438338,Shooting Star,1.1
438431,Fits and Starts,1.355
438523,"Thank You, Friends: Big Star's Third Live… and More",0.6
439228,Stars of Long Nights,0.6
439230,Stars Over Texas,0.84
439633,Forever's Gonna Start Tonight,0.6
440121,The Sea Stares at Us from Afar,0.6
440411,The Nameless Star,1.4
441042,The Ancient Coin,0.6
441135,The Shooting Star,3.009
441251,Startfieber,0.6
441283,Stars,0.6
441661,A Star-Spangled Story: Battle for America,0.6
441823,Star Worlds Episode XXXIVE=MC2: The Force Awakens The Last Jedi Who Went Rogue,0.6
442714,Five Stars,1.383
443279,Freedom Man,0.6
443321,Meet the Stars #5: Hollywood Meets the Navy,0.6
443412,Ralph McQuarrie: Tribute to a Master,0.633
443659,Imitation Girl,3.822
444316,North from the Lone Star,0.877
444378,Son of Belle Starr,0.665
444488,A Far Promise,0.6
445077,I'm a Porn Star: Gay 4 Pay,2.894
445407,House Arrest Starring Chris Colombo: A Docu-Comedy Based On Reality,0.6
445791,Celldweller: Start of an Empire (The Making of,1.35
445887,The Lone Star Vigilantes,0.841
445978,Starmania,1.137
446191,Lone Star Ranger,1.177
446589,Ontic Antics Starring Laurel and Hardy: Bye Molly,0.6
447322,Slim in 6: Start It Up!,0.6
447780,Star Whisper,0.6
447789,Stardust,0.6
447790,Dead Star,0.6
448061,Magical Stars,0.6
448076,Star Star Star,0.6
448140,Rice Paper Stars,0.6
448233,30 Minutes to Fitness: Start Here,0.845
448638,Your Guide to Star Trek Generations,1.689
448932,The Star Trek Saga: From One Generation To The Next,1.63
449225,A Beautiful Star,2.774
449430,Star,0.84
449439,Afro-Cuban All-Stars at the Salon of Dreams,0.6
449736,Star Blazers,0.643
449783,Star David,0.6
450065,The Beano Video,0.948
450285,Stars in the Eye,0.6
450823,The Startup: Accendi il tuo futuro,3.015
451204,The Last Movie Star,8.802
451299,When Do We Start?,0.6
451368,Starved,0.805
451572,Star Trek: Inside the Roddenberry Vault,3.404
451657,Custody,10.282
452516,Lone Star Moonlight,1.091
453458,I Buy Old Stuff,0.6
453719,Stars of Gaomeigu,0.6
454744,Last Light of a Dying Star,0.6
454866,The Cocktail for Star,0.6
454868,The Cocktail for Star 2,0.6
454896,ABC Monsters: Starring Efgh,0.6
455789,Starlight Over Texas,0.665
455961,Princess Leia’s Stolen Death Star Plans,0.6
455999,"Ensam, inte stark",0.6
456059,Star of Hope,0.912
456194,Old Courtyard,0.6
456313,Start Line,0.6
457324,The Starry Sky Above Me,1.481
457510,Gene Tierney: A Forgotten Star,0.693
457705,Star Ways,0.6
458189,Snowy Bing Bongs Across the North Star Combat Zone,1.306
458389,Mike Pinder ‎- The Promise + Among The Stars,0.6
458784,STAR [Space Traveling Alien Reject],0.6
459216,Star of Texas,0.961
459804,Ringo Starr: Off the Record,1.093
459992,Long Shot,23.556
460790,Starship Troopers: Traitor of Mars,11.306
460997,Como Estrellas Fugaces (Like Shooting Stars),0.6
461118,What We Started,5.245
461195,Sacred Heart,0.757
461569,The Star Wagon,1.121
462134,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All",0.685
462439,Amusing Star,0.6
462468,Dancing with the Stars: Latin Cardio Dance,0.6
462505,"Marbie, star de Couillu-Les-2-Eglises",0.6
462595,Tony Bennett: Live by Request - An All-Star Tribute,0.6
462704,Holy Land: Startup Nations,0.6
462871,Stars Over the River Drin,0.6
463176,Aikatsu! Music Award: We all get a prize SHOW!,0.715
463206,Crazy Star,0.6
463288,Star vs. the Forces of Evil: The Battle for Mewni,6.804
463920,Ringo Starr and His All-Starr Band,1.736
463921,Ringo Starr & His All-Starr Band: Live at the Greek Theatre 2008,0.844
463923,The Best of Ringo Starr & His All-Starr Band So Far...,0.829
463925,Ringo Starr & His All-Starr Band: Tour 2003,0.6
463926,Ringo Starr & His All-Starr Band Live 2006,0.6
464207,The Truth Is in the Stars,5.739
464341,Star for a Night,0.6
464850,The Immortal Wars,9.286
465006,The Slum Stars,0.6
465882,Star Wars Rebels: The Machine in the Ghost,1.534
465886,Star Wars Rebels: Art Attack,1.054
466686,Science Fiction Saiyuki Starzinger,0.6
467412,Amori che non sanno stare al mondo,3.026
467903,Untitled Star Trek Sequel,0.878
468225,The Starling,1.4
468740,Southern All Stars - SUPER SUMMER LIVE 2013,0.6
468780,Stars of the Pharaohs,0.6
469007,WWE: Starrcade - The Essential Collection,0.636
469354,Old Times Pranks,0.6
469509,Stars,1.016
469922,Pup Star: Better 2Gether,7.013
469949,Came To Me And Become A Star,0.6
470012,Looney Tunes Super Stars Bugs Bunny: Wascally Wabbit,0.6
470097,The Supreme Kid,0.6
470244,Starship Troopers,1.288
470443,Pullikaran Stara,0.876
470605,Our Star Trek: The Fifty Year Mission,0.6
471206,The Cowboy and the Movie Star,0.637
471213,Get In Shape: Get Started!,0.6
471437,Starr Farm,0.6
471744,Vacations at Grandma's,0.661
471747,A Scattering of Stars,0.6
471981,Chocolate City: Vegas Strip,4.227
472042,An Old Acquaintance,1.093
472122,Today We Start Our Love,0.985
472364,Every Star,0.6
472376,Stars & Bars,0.6
472749,"Distant Starlight"" - Not a Problem for a Young Universe""",0.6
473196,Nameless Stars,0.6
473307,Love You to the Stars and Back,1.635
474231,Life's Rocky Start,3.751
474826,So So Def All-Star 20th Anniversary Concert,0.888
475718,Under the Stars and Bars,0.6
476109,Starvation Blues,0.6
477157,The Lone Star Ranger,0.6
477206,Hanna-Barbera's All-Star Comedy Ice Revue,0.6
477543,Two Starving Cities on the Danube,0.6
477644,Stars Man Has Made,0.6
477819,Kenya’s marathon stars in Europe,0.6
478226,The Star Next Door,2.802
478792,Star Sand,0.6
479109,The Good Old Piano,0.6
479340,The Misadventures of Fanny Starr,0.6
481208,North Star: Mark di Suvero,0.6
482067,The Purple Color of the Night is Filled with Stars,0.6
482088,Better Start Running,7.356
482287,The Stars of Star Wars,0.6
482322,Blood Stars,0.6
482387,The Star Reporter,0.655
482997,★,0.6
483179,Grindhouse All-Stars: Notes from the Sleaze-Cinema Underground,0.6
483440,Kanon Nakagawa Starring Nao Toyama 2nd Concert 2014 Ribbon Illusion,0.6
483598,Journey's End: The Saga of Star Trek - The Next Generation,1.971
483694,So You Wanna Be a Rock 'n' Roll Star,0.6
483808,Night of Too Many Stars: America Unites for Autism Programs,3.971
484843,Stars at Day,0.6
485775,Ringo Rocket Star and His Song for Yuri Gagarin,0.679
485887,Star Gazing,0.6
485994,The Force Is with Them: The Legacy of Star Wars,1.546
485997,Star Wars: The Magic & the Mystery,0.6
486000,The Characters of Star Wars,0.984
486215,Untitled Star Wars Trilogy: Episode I,0.85
486216,Untitled Star Wars Trilogy: Episode II,2.053
486217,Untitled Star Wars Trilogy: Episode III,1.569
487613,Star Cross'd Jammers,0.6
487963,The Leader's Way. The stars have aligned,0.85
488711,Get Started In Blading,0.6
488958,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,0.65
489414,Love Letter for Starla,0.722
489593,All-Star Weekend,1.954
491162,The Buggles: Video Killed the Radio Star,2.166
491194,BorderCross,1.621
491352,Violin in the Starry Sky,0.844
491667,Lupin The Third: Master File,0.913
492221,Rise of a Star,1.038
492257,A Tale of Two Coreys,2.823
492260,Starring: Jouko Turkka,0.6
492434,Billy Star,1.088
492512,The Star Child,1.741
493549,I Was a Mermaid and Now I'm a Pop Star,0.6
493892,Old Marine Boy,0.6
494026,My Darling Gals,0.631
494895,Anne of Green Gables: The Good Stars,2.272
495020,Starzan II,0.6
495024,Starzan III,0.6
495609,Go! Anpanman: Rescue! Kokorin and the Star of Miracles,0.892
495885,Ocean Wave of Stars,0.6
496121,The Big Revue,0.651
496245,Cover Versions,3.564
496312,The Football Star,0.6
496717,Star of Hong Kong,0.6
497819,Far Bright Star,8.57
498301,Old Boys,8.494
498398,Staring Into the Sun,0.6
498425,StarCraft II - Year One,0.727
499116,"Whose Are You, Old People?",0.679
499203,Star Trek: Tik Tok,0.6
499380,Once the Killing Starts,0.6
499426,Wish Star,0.6
499794,Wandering Star,0.932
500371,Michelin Stars: Tales from the Kitchen,0.6
500474,Jr. Star Trek,0.6
500626,Star Blazers - Space Battleship Yamato 2199: A Voyage to Remember,1.313
500763,Starlight,0.6
501355,Louisiana Hayride: Cradle To The Stars,0.666
501567,Daicon Film's Return of Ultraman,0.6
501569,Lucky☆Star: Original na Visual to Animation,0.992
501943,Star Ferry,0.6
502488,That Which Moves the Sun and Stars,0.6
503165,I Am A Star,0.6
503354,Bugs Bunny/Looney Tunes All-Star 50th Anniversary,8.197
503660,The Ultimate Collection Starring Johnny Carson - The Best of the 60s and 70s,0.6
503665,The Ultimate Collection starring Johnny Carson - The Best of the 70s and 80s,0.6
503669,The Ultimate Collection Starring Johnny Carson - The Best of the 80s and 90s,0.6
503696,Lascia stare i santi,0.6
503815,Timeless Moments from the Tonight Show Starring Johnny Carson - Volume 1 & 2,0.6
503817,Timeless Moments from the Tonight Show Starring Johnny Carson - Volume 3 & 4,0.6
503819,Timeless Moments from The Tonight Show Starring Johnny Carson - Volume 5 & 6,0.6
503820,Timeless Moments from The Tonight Show Starring Johnny Carson - Volume 7 & 8,0.6
503821,Timeless Moments from The Tonight Show Starring Johnny Carson - Volume 9 & 10,0.6
503823,Timeless Moments from The Tonight Show Starring Johnny Carson - Volume 11 & 12,0.6
503826,The Ultimate Collection Starring Johnny Carson - Johnny Goes Home,0.6
503827,The Ultimate Collection Starring Johnny Carson - 5.21.92 Episode,0.6
503828,The Ultimate Collection Starring Johnny Carson - The Final Show,0.658
503830,The Magic School Bus - Sees Stars,0.6
504054,Stars by the Pound,1.672
504710,Black Star: Autobiography of a Close Friend,0.6
505011,Thousand Yard Stare,3.978
505298,Lone Star Hate,0.6
505863,Star Trek I: Specter of the Past,0.85
505867,Star Trek II: Retribution,1.344
505868,Star Trek III: Redemption,1.1
506912,Death from Above: The Making of Starship Troopers,0.841
507052,Star Wars: The Force of Sound,1.564
507502,Of Starlight,0.6
507602,Stardancer,0.6
507771,Left Out,0.6
508118,Little Star,0.6
508120,The Rise and Fall of Jeremy Starr,0.656
508208,Stärker als die Liebe,1.341
508601,A Star Is Born World Premiere,1.289
508791,The Sun Is Also a Star,17.192
508982,The Stars Are the Eyes of Warriors,1.4
509061,Stopping and Starting,0.6
509139,Vance and Pepe,0.6
509640,Star Clock BC,0.6
509770,The Star Wars Suite – The Danish National Symphony Orchestra,0.6
509845,Starlings of the Screen,0.6
510022,A Star Is Stillborn,0.6
510244,Beneath a Starless Sky as Dark and Thick as Ink,0.6
510616,Stalked by a Reality Star,2.667
510947,Stariray,0.6
511055,Garden of Stars,0.671
511068,Starling,0.804
511777,The Moon & The Starr,0.6
512826,Stars of Eger,0.841
512896,FC Dinamo: FC Red Star – The War of Liberation Began at Maksimir Stadium,0.6
512978,Lincoln Sludd - Rock Star in Danger,0.6
513041,Fallen Star: Finding Home,0.84
513111,To the Stars,5.596
514042,Shaquille O'Neal Presents: All Star Comedy Jam: I'm Still Laughing,0.649
514153,The Potty Movie for Girls: Starring Hannah!,0.6
514239,Tricky Old Dogs,6.016
514294,The Lone Star Kid,0.877
514308,At Home With the Stars,0.6
515094,Vidivelli,0.6
515580,How Star Wars Was Saved in the Edit,1.356
515773,Star Wars Spoofs,2.223
515789,StarDog and TurboCat,11.346
517067,Under Stars,1.108
517316,Heart of Fartness: Troma's First VR Experience Starring the Toxic Avenger,0.856
518378,Bar Wrestling 9: February Stars,1.4
518710,Porcelain Stare,0.6
518735,Staring at Festive Herbie for 90 Minutes,0.6
518892,Deep Inside Clint Star,0.6
519285,With an All-star Cast,0.6
519375,The Stars Behind the Iron Curtain,1.097
519767,How the Old Man Traded It All Away,0.6
519896,Sesame Street All-Star 25th Birthday: Stars and Street Forever!,0.6
520548,"Ita Rina, a Film Star Who Declined an Invitation to Hollywood",0.6
520730,When the Starlight Ends,2.019
520734,Seine stärkste Waffe,1.091
521298,Star Wars Nothing But Star Wars,0.605
521410,Broken Star,4.468
522055,What We Left Behind: Looking Back at Star Trek: Deep Space Nine,6.558
522619,Pup Star: World Tour,4.18
524235,The All-Star Bond Rally,0.6
524334,Among the Stars,0.6
524414,Fits & Starts,0.6
526042,Star Wars Episode III.I Turn to the Dark Side,0.6
526464,Eiga Precure Super Stars!,1.153
527201,Stare Into the Lights My Pretties,1.224
527300,Star Wars: Master of Shadow,0.6
527654,American Justice: Charles Starkweather,0.6
527929,Star Waars!,0.6
528536,Shooting Stars in the Twilight,0.841
528596,Lone Star,0.6
528694,K-1 Star Wars '96,0.6
529377,"Wedding March 4: Something Old, Something New",5.288
529408,Star Trek: Voyager - Inside the New Adventure,1.137
529563,Earth Star Voyager: Part 2,1.07
529748,Fucked Like a Star,0.6
529821,Das schwache Geschlecht muss stärker werden - 17 Jahre Später,0.6
530578,The Legend of the Stardust Brothers,1.4
530780,Smokin' on the Moon,0.649
531282,Shooting Stars,0.6
531534,Star Soup,0.6
531926,Little Star,0.6
531944,Hanging On A Star,0.6
532123,Stark Electric Jesus,0.6
532321,Re:ZERO -Starting Life in Another World-: Memory Snow,13.632
533431,"Greg Morton: I Started Out, as a Baby",0.6
533504,The End of Old Beryozovka,0.6
533585,Star Paws,1.79
533721,The Stories: The Making of 'Rogue One: A Star Wars Story',3.396
533983,Up Among the Stars,3.888
533990,The Story of a Star,0.6
534042,Staring at the Sun,0.857
534603,Starring Austin Pendleton,1.449
535085,Once Upon a Time We were Stars,0.6
535101,It Starts with Murder!,0.6
536115,Godzilla: The Planet Eater,13.609
536519,Twenty Dollar Star,0.6
536888,Stars in the Park: The Right Now,0.6
537745,Night Of 100 Stars III,0.6
538003,Escaping Stars,0.6
538872,Attaboy Lou Star!,0.84
539849,Goodbye My Shooting Star,0.6
540294,Starlight Promises,0.832
540394,Star Wreck - Definitive Insideout,0.628
540665,Starting Strength,0.6
540913,Super Silver Star,0.614
541294,The Sea Starts at Village,0.6
541703,Night of 100 Stars,1.327
541715,Traveling the Stars: Ancient Aliens with Action Bronson and Friends - 420 Special,0.6
542369,Paper Stars,0.6
542713,Starfish,12.903
543112,Star Trek: Dark Horizon,0.6
543842,Overwatch Animated Short: Shooting Star,1.872
544613,Before a Falling Star Fades Away,0.6
544788,A Momentary Shooting Star,0.6
544947,Starstruck,0.6
545112,Armored Attack!,0.6
545752,Starbucks Unfiltered,2.569
546073,Vanity Fair: Jeanette Starion the Pet of the Year,1.4
546582,Jackie Coogan: The First Child Star,0.6
547597,The Star Rover,0.6
547764,Twinkle Twinkle Little Star & More Kids Songs: Super Simple Songs,0.6
548068,Star 34,0.6
548687,Starship Troopers,0.6
548928,The Marine 6: Close Quarters,10.595
548960,Stargrove,0.6
549008,StarCraft II: Heart of the Swarm,0.713
549828,Start the Show,0.6
550219,The Lone Star Ranger,0.6
550237,Swinging on a Star,1.744
550398,The Officer's Conduct,0.6
550846,A Crimson Star,0.6
551572,Tudo por um Pop Star,3.402
551591,Hugtto! Precure x Futari wa Precure: All Stars Memories,1.496
551839,Fragments of Stars Will Fall from the Sky and Disappear,0.6
552285,Round-the-world Stars,0.6
552779,Starting School,0.6
552833,Star Tours 3D - The Adventures Continue,0.734
552895,Stars on Horseback,0.6
552959,For Good Old Times,0.6
554861,A Star Is Born,0.6
555237,"The Star, the Rogue & the Kung Fu Kid",1.09
555292,Ultra Nyan: Extraordinary Cat who Descended from the Starry Sky,0.638
555953,Also Starring Austin,0.6
556212,Hedy Lamarr : l'Invention d'une star,0.655
556227,Mizar: The Star of Hope,0.6
556762,My Dream Class,0.84
557108,The Eye Was in the Tomb and Stared at Daney,0.6
557717,TurboFire: Fire Starter,0.6
557891,Star Wars: Dresca,0.6
559815,Shooting Stars,0.6
559971,Staring,0.6
560678,Our Stardust Dance,0.656
560691,Hold Back the Stars,0.6
560908,Moon and Stars,0.6
561599,Brenda Starr,0.6
562490,Holly Star,0.859
563117,Stars,0.6
563355,Puppy Star Christmas,2.041
563632,Dancing with the Stars: Cardio Dance,0.6
563682,The Stars and I Decided...,0.6
563753,Would You Like to Stargaze?,0.622
563766,5 Star Christmas,9.808
564161,Pingu in the City PINGU.STAR CHEF NI NARU,0.6
564262,PriPara: Everyone Shine! Sparkling☆Star Live,0.6
564853,WWE Starrcade 2018,0.705
565038,"The Butcher, the Star and the Orphan",0.6
565231,The Start of Life,0.6
565734,Starfire,0.6
565812,22 Minute Hard Corps: Cold Start,0.6
566105,Star Stuff: Carl Sagan and the Mysteries of the Cosmos,0.6
566109,Kolya and Old Women,0.6
566451,Re:ZERO -Starting Life in Another World-: Frozen Bonds,8.977
567097,Star Wars: Goretech,1.176
567141,Super Monsters and the Wish Star,7.47
567572,A Mistake in Sex Starter,0.6
569509,Star Shaped Scar,0.616
569530,Flesh and the Stars,0.6
569608,A Star For Jeremy,0.6
569822,Shooting the Hollywood Stars,0.6
569860,Starlet Screen Test II,0.6
570581,King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,1.4
570582,King of Prism: Shiny Seven Stars II - Kakeru x George x Minato,0.6
570695,MOTOI SAKURABA LIVE CONCERT STAR OCEAN & VALKYRIE PROFILE,0.655
571765,Star Power: The Creation Of United Artists,0.6
572633,You Are Brilliant Like a Spica,1.961
572798,Through Struggle to the Stars,0.6
573039,Mój stary,0.6
573374,Star Trek Voyager: Dark Frontier,0.6
573770,Rock N Roll Starship,0.6
573975,The Nighthawk Star,0.6
574161,Stargate: Base Gamma,0.6
574412,VeggieTales Holiday Double Feature: The Little Drummer Boy and The Star of Christmas,0.6
574738,The Raccoons and the Lost Star,0.84
575002,Dance with Death: The Ufa Star Sybille Schmitz,0.6
575063,Les FantastiX : La magie des stars,0.858
575293,Under The Stars Of Paris,1.502
575485,Saturday at the Starlight,0.84
576178,On the Starting Line,0.6
576269,HDScape StarGaze HD Universal Beauty,0.6
576393,Fall in Love at First Kiss,10.828
576695,It Started As a Joke,2.383
577023,A Gold Star Kid,0.6
577331,Stars on the Sea,0.6
577454,"The 90's, Startling End-Time Signs & YOUR Future",0.6
577968,Stardust,0.6
578017,These Stars Are Mine,0.6
578453,Stardancer's Waltz,0.6
578532,How does it start,1.161
578547,The Road to Stardom: The Making of A Star is Born,2.457
578870,Star Wars Uncut: Director's Cut,0.6
579400,Stardust,2.995
579456,You Only Die Twice,0.6
579754,Star War The Third Gathers: Backstroke of the West,1.261
580033,Pwdre Ser: the rot of stars,0.6
580119,The Roswell Crash: Startling New Evidence,0.6
580120,Quest for Atlantis: Startling New Secrets,0.6
581251,Chasing the Star,1.437
581404,Stargazing Challenges,0.844
581530,Start-Up,4.166
581829,Revue Starlight ―The LIVE― #1 revival,0.983
582665,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,0.6
584509,Co-ed Starlets,0.621
584612,"Brenda Starr, Reporter",0.6
584781,On the Set: The Life Aquatic with Steve Zissou,0.745
584820,Serbian Gambit: Star and Death of Count Vronsky,0.6
584907,Star Fleet: The Thalian Space Wars,0.84
585655,How Stars are Made,0.6
585714,Stars in the Sky: A Hunting Story,3.102
585715,Kamen Rider OOO All Stars: The 21 Leading Actors and Core Medals,0.6
586008,NBA 2000 Stars for the New Millennium,0.6
586168,World Cup 2014 - Stars in Brazil,0.6
586180,"Star Wars: Tales of the Twin Suns, Episode One: Birth of a Monster",0.872
586273,Second Star on the Right,0.84
586962,Sundown Flown From Stars,0.6
588562,Story In The Stars,0.6
589113,APW: Before They Were Stars Volume 1,0.6
589274,Garantia and the Shooting Star,0.6
589373,Virtual Stars,0.6
589783,Happy Days: Falling Stars,0.6
589983,Mit starrem Blick aufs Geld,0.6
590253,The Starve,0.6
590533,META: Tom DeLonge - To The Stars,0.626
591490,A Burning Star (short version),0.6
591871,In the Starlight,0.6
591966,Star,0.6
592880,Mandya Star,0.6
593788,Heavenly Home Coming of Stars Part II,0.6
593900,Stary człowiek i pies,1.153
594428,Khutsiev. Action Starts!,0.6
595261,40 Years of Star Trek,1.169
595354,RED STARS,0.6
